VIN (1-10),County,City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP,Legislative District,DOL Vehicle ID,Vehicle Location,Electric Utility,2020 Census Tract
YV4BR00L1N,Clark,Ridgefield,WA,98642.0,2022,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18.0,0.0,17.0,194881648,POINT (-122.74595 45.81539),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040412.0
5YJ3E1EBXM,King,Kirkland,WA,98034.0,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,45.0,260917989,POINT (-122.22901 47.72201),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022205.0
5YJ3E1EA0M,Whatcom,Bellingham,WA,98225.0,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,42.0,252262916,POINT (-122.47107 48.75245),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073000201.0
KMHE54L26G,Clark,Ridgefield,WA,98642.0,2016,HYUNDAI,SONATA,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,27.0,0.0,18.0,185504896,POINT (-122.74595 45.81539),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040305.0
W1N9M1DB9P,Thurston,Lacey,WA,98503.0,2023,MERCEDES-BENZ,EQB-CLASS,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,22.0,264823289,POINT (-122.82324 47.04437),PUGET SOUND ENERGY INC,53067011625.0
JTMABACAXP,King,Seattle,WA,98106.0,2023,TOYOTA,BZ4X,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,34.0,249794898,POINT (-122.35163 47.54287),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033010800.0
WA15AAGE4R,Whatcom,Bellingham,WA,98229.0,2024,AUDI,Q8,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,40.0,261498079,POINT (-122.45486 48.7449),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073000803.0
WP1AE2AY3N,King,Mercer Island,WA,98040.0,2022,PORSCHE,CAYENNE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16.0,0.0,41.0,229914233,POINT (-122.21238 47.57816),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024601.0
5UXTA6C00P,Snohomish,Mukilteo,WA,98275.0,2023,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30.0,0.0,21.0,220358218,POINT (-122.29196 47.89908),PUGET SOUND ENERGY INC,53061041301.0
WA1E2AFY1P,King,Seattle,WA,98126.0,2023,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,23.0,0.0,34.0,272220112,POINT (-122.36893 47.54701),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033011601.0
1C4RJYB6XR,King,Renton,WA,98057.0,2024,JEEP,GRAND CHEROKEE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25.0,0.0,11.0,260482666,POINT (-122.20489 47.47532),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033026200.0
7SAYGAEE8R,Adams,Ritzville,WA,99169.0,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,9.0,271612603,POINT (-118.37977 47.1274),"BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||BIG BEND ELECTRIC COOP, INC",53001950100.0
5UXTS1C01M,King,Kirkland,WA,98034.0,2021,BMW,X3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17.0,0.0,1.0,147082414,POINT (-122.22901 47.72201),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022203.0
KNDC44LA0R,King,Bellevue,WA,98004.0,2024,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,48.0,272482024,POINT (-122.1872 47.61001),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023806.0
JTDACACU0R,Spokane,Veradale,WA,99037.0,2024,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,39.0,0.0,4.0,262615209,POINT (-117.19631 47.65706),BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,53063012402.0
JTDACACU8R,Snohomish,Stanwood,WA,98292.0,2024,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,39.0,0.0,10.0,265959102,POINT (-122.37265 48.24159),BONNEVILLE POWER ADMINISTRATION||PUD 1 OF SNOHOMISH COUNTY,53061053301.0
7SAYGDEE0P,King,Seattle,WA,98115.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,46.0,245444384,POINT (-122.31676 47.68156),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033002100.0
7SAYGDEE9R,Snohomish,Marysville,WA,98271.0,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,38.0,267870935,POINT (-122.1677 48.11026),PUGET SOUND ENERGY INC,53061052803.0
1C4JJXR69P,Kitsap,Silverdale,WA,98383.0,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21.0,0.0,23.0,260745838,POINT (-122.69275 47.65171),PUGET SOUND ENERGY INC,53035091201.0
KM8KRDDFXR,Snohomish,Brier,WA,98036.0,2024,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,1.0,272576027,POINT (-122.29245 47.82557),PUGET SOUND ENERGY INC,53061051914.0
5YJSA1E56M,King,Bellevue,WA,98008.0,2021,TESLA,MODEL S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,48.0,274000436,POINT (-122.11867 47.63131),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023000.0
2C4RC1H79J,King,Redmond,WA,98053.0,2018,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33.0,0.0,45.0,294835243,POINT (-122.03287 47.68555),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032315.0
JHMCR5F75E,Clark,Vancouver,WA,98686.0,2014,HONDA,ACCORD,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,13.0,0.0,49.0,271054122,POINT (-122.62731 45.71668),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040411.0
7SAYGDEFXN,Pierce,Puyallup,WA,98375.0,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,2.0,195252802,POINT (-122.30855 47.10424),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||ELMHURST MUTUAL POWER & LIGHT CO|PENINSULA LIGHT COMPANY,53053073127.0
1N4BZ1BV6N,Whatcom,Blaine,WA,98230.0,2022,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,42.0,195684821,POINT (-122.74888 48.99404),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073010406.0
7SAYGDEE8P,King,Sammamish,WA,98029.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,5.0,261370595,POINT (-122.00292 47.54748),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032222.0
7SAYGAEE9N,Snohomish,Bothell,WA,98012.0,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,21.0,203595185,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,53061051927.0
JN1AZ0CP4B,Thurston,Olympia,WA,98513.0,2011,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73.0,0.0,2.0,159009539,POINT (-122.81754 46.98876),PUGET SOUND ENERGY INC,53067012331.0
KM8KRDAF2P,King,Redmond,WA,98053.0,2023,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,45.0,236466842,POINT (-122.03287 47.68555),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032332.0
JTDACACU4R,Clark,Vancouver,WA,98684.0,2024,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,39.0,0.0,17.0,261575618,POINT (-122.48723 45.63701),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041334.0
7FCTGAAA2N,Thurston,Lacey,WA,98516.0,2022,RIVIAN,R1T,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,22.0,223723293,POINT (-122.75103 47.08149),PUGET SOUND ENERGY INC,53067012225.0
1G1FY6S07P,King,Sammamish,WA,98075.0,2023,CHEVROLET,BOLT EUV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,41.0,227536886,POINT (-122.03539 47.61344),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032217.0
KNDPYDDH6R,Pierce,Tacoma,WA,98402.0,2024,KIA,SPORTAGE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,34.0,0.0,27.0,262708533,POINT (-122.44164 47.25517),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053060200.0
7SAYGAEE2N,Snohomish,Bothell,WA,98012.0,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,1.0,214848896,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,53061052107.0
5YJYGAEE3M,Pierce,Spanaway,WA,98387.0,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,29.0,148655405,POINT (-122.41046 47.06512),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053071416.0
KNDAFFS52R,King,Seattle,WA,98103.0,2024,KIA,EV9,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,43.0,275523881,POINT (-122.35436 47.67596),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005100.0
7FCTGAAA5P,Snohomish,Lynnwood,WA,98037.0,2023,RIVIAN,R1T,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,32.0,254711404,POINT (-122.27734 47.83785),PUGET SOUND ENERGY INC,53061051802.0
7SAYGDEE1R,King,Sammamish,WA,98075.0,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,41.0,266626979,POINT (-122.03539 47.61344),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032207.0
SADHM2S15R,King,Bellevue,WA,98006.0,2024,JAGUAR,I-PACE,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,41.0,272227896,POINT (-122.12096 47.55584),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025001.0
1N4AZ0CPXD,Snohomish,Lynnwood,WA,98036.0,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75.0,0.0,21.0,263398936,POINT (-122.29245 47.82557),PUGET SOUND ENERGY INC,53061051922.0
5YJYGAEE4M,King,Issaquah,WA,98027.0,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,41.0,185480284,POINT (-122.03439 47.5301),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023404.0
1N4AZ0CP2D,Whatcom,Bellingham,WA,98225.0,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75.0,0.0,42.0,137504531,POINT (-122.47107 48.75245),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073000402.0
5YJ3E1EB2N,Spokane,Spokane,WA,99224.0,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,6.0,269382914,POINT (-117.46996 47.59431),MODERN ELECTRIC WATER COMPANY,53063003900.0
7SAYGDEE7P,Thurston,Tumwater,WA,98512.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,22.0,245597586,POINT (-122.9131 47.01359),PUGET SOUND ENERGY INC,53067010920.0
JTDKARFP0H,King,Woodinville,WA,98072.0,2017,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25.0,0.0,45.0,297393771,POINT (-122.15545 47.75448),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032311.0
1C4JJXP60M,Snohomish,Edmonds,WA,98026.0,2021,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25.0,0.0,21.0,193943375,POINT (-122.31768 47.87166),PUGET SOUND ENERGY INC,53061050200.0
7SAYGDEEXP,King,Redmond,WA,98053.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,45.0,262094885,POINT (-122.03287 47.68555),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032328.0
5YJ3E1EB4N,King,Seattle,WA,98178.0,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,37.0,193648850,POINT (-122.23825 47.49461),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033011901.0
KM8KRDDF7R,Kitsap,Bainbridge Island,WA,98110.0,2024,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,23.0,259838981,POINT (-122.521 47.62728),PUGET SOUND ENERGY INC,53035090901.0
7PDSGABA8P,King,Issaquah,WA,98027.0,2023,RIVIAN,R1S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,5.0,252626461,POINT (-122.03439 47.5301),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025006.0
4JGFB4GB3R,King,Woodinville,WA,98072.0,2024,MERCEDES-BENZ,GLE-CLASS,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,48.0,0.0,45.0,267075504,POINT (-122.15545 47.75448),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021906.0
5YJ3E1EC6M,Spokane,Spokane Valley,WA,99016.0,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,4.0,180688931,POINT (-117.1748 47.65699),BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,53063013003.0
7SAYGDEF6N,King,Woodinville,WA,98072.0,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,45.0,207919204,POINT (-122.15545 47.75448),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032311.0
YV4H60DL9N,King,Seattle,WA,98117.0,2022,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35.0,0.0,36.0,209482248,POINT (-122.38418 47.70044),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033003201.0
1C4JJXP64P,Pierce,Puyallup,WA,98375.0,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21.0,0.0,2.0,233427204,POINT (-122.30855 47.10424),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053073126.0
KNDC3DLCXR,King,Federal Way,WA,98001.0,2024,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,30.0,270978830,POINT (-122.23035 47.3074),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033030407.0
5YJ3E1EB8R,King,Renton,WA,98055.0,2024,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,37.0,271905350,POINT (-122.197 47.43876),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025302.0
1C4JJXP67P,King,Sammamish,WA,98074.0,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21.0,0.0,45.0,227275289,POINT (-122.02054 47.60326),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032317.0
YV4ED3UR9N,Snohomish,Snohomish,WA,98290.0,2022,VOLVO,XC40,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,39.0,193343888,POINT (-122.09305 47.91265),PUGET SOUND ENERGY INC,53061053603.0
W1N9M0KB0P,King,Bellevue,WA,98006.0,2023,MERCEDES-BENZ,EQB-CLASS,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,41.0,262754012,POINT (-122.12096 47.55584),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025008.0
7PDSGBBAXS,Pierce,Puyallup,WA,98375.0,2025,RIVIAN,R1S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,2.0,272427480,POINT (-122.30855 47.10424),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053073132.0
7FCTGAAL4N,Island,Oak Harbor,WA,98277.0,2022,RIVIAN,R1T,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,10.0,195594745,POINT (-122.64682 48.29077),PUGET SOUND ENERGY INC,53029970500.0
5UXTA6C02P,King,Kirkland,WA,98033.0,2023,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30.0,0.0,48.0,216696525,POINT (-122.2066 47.67887),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022604.0
1N4AZ1CV2M,King,Seattle,WA,98122.0,2021,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,37.0,150312823,POINT (-122.31009 47.60803),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007800.0
5YJ3E1EA8M,King,Mercer Island,WA,98040.0,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,41.0,169589584,POINT (-122.21238 47.57816),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024500.0
7SAYGDEE3P,Snohomish,Bothell,WA,98021.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,1.0,239573197,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051918.0
5YJYGDEE3M,King,Shoreline,WA,98177.0,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,32.0,132226818,POINT (-122.36498 47.72238),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033020100.0
1N4AZ1CVXM,King,Seattle,WA,98103.0,2021,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,43.0,254843788,POINT (-122.35436 47.67596),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004600.0
JTMAB3FV8R,Snohomish,Edmonds,WA,98026.0,2024,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42.0,0.0,21.0,261006721,POINT (-122.31768 47.87166),PUGET SOUND ENERGY INC,53061050403.0
WMEFJ9BAXH,Clark,Camas,WA,98607.0,2017,SMART,FORTWO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,58.0,0.0,18.0,475573325,POINT (-122.40199 45.58694),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040608.0
1GC10VEL6R,Chelan,Wenatchee,WA,98801.0,2024,CHEVROLET,SILVERADO EV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,12.0,268486179,POINT (-120.30522 47.41494),PUD NO 1 OF CHELAN COUNTY,53007961102.0
WBY2Z4C51K,Snohomish,Bothell,WA,98021.0,2019,BMW,I8,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18.0,0.0,1.0,217925473,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051916.0
5YJ3E1ET3R,King,Renton,WA,98058.0,2024,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,11.0,272868886,POINT (-122.08747 47.4466),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025804.0
KM8KRDDF8R,Island,Camano Island,WA,98282.0,2024,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,10.0,269769454,POINT (-122.40049 48.23986),BONNEVILLE POWER ADMINISTRATION||PUD 1 OF SNOHOMISH COUNTY,53029971400.0
3FMTK1S55R,Pierce,University Place,WA,98467.0,2024,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,28.0,269752297,POINT (-122.54045 47.20742),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053072314.0
JTMCB3FV6R,Cowlitz,Kalama,WA,98625.0,2024,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42.0,0.0,20.0,268141072,POINT (-122.84226 46.00813),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY,53015001601.0
WMW13DJ00N,Clark,Vancouver,WA,98686.0,2022,MINI,HARDTOP,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,17.0,178971446,POINT (-122.62731 45.71668),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040412.0
JTMAB3FV4R,King,North Bend,WA,98045.0,2024,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42.0,0.0,5.0,265647714,POINT (-121.7831 47.49348),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032704.0
1N4AZ0CP3D,King,Seattle,WA,98178.0,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75.0,0.0,37.0,181393719,POINT (-122.23825 47.49461),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033011901.0
3FMTK1SU0R,King,Snoqualmie,WA,98065.0,2024,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,5.0,271850057,POINT (-121.82432 47.52716),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032603.0
KNDC4DLC0R,Snohomish,Stanwood,WA,98292.0,2024,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,10.0,272018085,POINT (-122.37265 48.24159),PUGET SOUND ENERGY INC,53061053202.0
7SAYGDEE1P,King,Issaquah,WA,98027.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,5.0,236570449,POINT (-122.03439 47.5301),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032103.0
1FADP5CU9G,King,Seattle,WA,98104.0,2016,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19.0,0.0,43.0,190725188,POINT (-122.32945 47.60357),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033008500.0
JTDACACU8R,King,Seattle,WA,98136.0,2024,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,39.0,0.0,34.0,259166603,POINT (-122.38415 47.53755),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033010502.0
7SAYGDEE5R,Snohomish,Bothell,WA,98012.0,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,1.0,263316714,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,53061052107.0
3FA6P0SU2E,King,Kent,WA,98031.0,2014,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19.0,0.0,47.0,102655990,POINT (-122.17743 47.41185),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029405.0
1G1RD6S51J,King,Federal Way,WA,98003.0,2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53.0,0.0,30.0,238105409,POINT (-122.3303 47.30151),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033030309.0
JTMABABA0R,Skagit,Bow,WA,98232.0,2024,SUBARU,SOLTERRA,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,40.0,275595673,POINT (-122.397 48.56045),PUGET SOUND ENERGY INC,53057950801.0
JTDKARFP2H,Thurston,Olympia,WA,98502.0,2017,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25.0,0.0,22.0,205897044,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067010600.0
7SAYGDEF4R,Snohomish,Marysville,WA,98271.0,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,39.0,269823585,POINT (-122.1677 48.11026),PUGET SOUND ENERGY INC,53061052701.0
5YJ3E1EA9N,King,Sammamish,WA,98074.0,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,45.0,185652946,POINT (-122.02054 47.60326),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032215.0
5YJSA1E66M,King,Issaquah,WA,98027.0,2021,TESLA,MODEL S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,5.0,172350384,POINT (-122.03439 47.5301),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032104.0
7SAYGAEEXN,Snohomish,Bothell,WA,98012.0,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,1.0,209841894,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,53061052107.0
